GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
 "25998","Massachusetts (Metropolitan Portion)",1,PAIRPD,1,"...","Implicit regional price deflator ","Index",94.738,93.788,94.785,97.247,98.735,98.951,101.523,102.105,106.328,107.243,109.485,110.931,114.176,116.379,127.077,130.406
 "25999","Massachusetts (Nonmetropolitan Portion)",1,PAIRPD,1,"...","Implicit regional price deflator ","Index",92.225,95.090,93.277,90.634,98.653,100.168,102.037,103.644,106.625,110.207,104.751,109.865,111.759,105.668,125.497,132.249
 "26998","Michigan (Metropolitan Portion)",3,PAIRPD,1,"...","Implicit regional price deflator ","Index",88.051,87.320,88.407,89.777,91.178,92.815,94.327,92.637,93.494,94.214,97.634,100.062,100.492,103.880,110.107,115.451
 "26999","Michigan (Nonmetropolitan Portion)",3,PAIRPD,1,"...","Implicit regional price deflator ","Index",74.117,76.927,80.947,81.769,83.508,83.594,85.244,84.446,84.908,85.312,90.359,92.045,90.605,96.995,102.094,104.408
 "27998","Minnesota (Metropolitan Portion)",4,PAIRPD,1,"...","Implicit regional price deflator ","Index",90.174,91.373,90.880,93.328,94.422,96.166,98.764,98.298,98.767,100.090,104.644,104.730,105.108,110.138,116.769,122.650
 "27999","Minnesota (Nonmetropolitan Portion)",4,PAIRPD,1,"...","Implicit regional price deflator ","Index",73.086,75.635,79.484,79.799,83.538,83.538,84.061,83.684,84.059,84.566,90.343,92.704,91.771,95.816,99.658,103.391
 "28998","Mississippi (Metropolitan Portion)",5,PAIRPD,1,"...","Implicit regional price deflator ","Index",82.880,80.575,84.085,86.332,88.007,88.722,90.277,89.764,91.187,92.225,90.441,92.291,93.008,97.183,105.067,109.175
 "28999","Mississippi (Nonmetropolitan Portion)",5,PAIRPD,1,"...","Implicit regional price deflator ","Index",74.202,71.934,75.694,78.591,79.418,81.535,82.521,81.923,82.604,83.257,85.351,86.621,86.078,90.513,97.399,100.830
 "29998","Missouri (Metropolitan Portion)",4,PAIRPD,1,"...","Implicit regional price deflator ","Index",81.515,82.660,86.350,88.139,89.181,90.844,92.808,92.039,92.433,94.486,95.304,97.459,98.430,102.357,108.105,113.111
 "29999","Missouri (Nonmetropolitan Portion)",4,PAIRPD,1,"...","Implicit regional price deflator ","Index",69.713,72.697,77.122,77.975,80.870,81.985,83.159,81.816,81.591,81.442,87.402,89.398,88.666,91.983,96.436,100.860
 "30998","Montana (Metropolitan Portion)",7,PAIRPD,1,"...","Implicit regional price deflator ","Index",83.525,84.168,84.671,89.186,90.361,90.949,93.021,92.525,92.141,95.877,95.092,97.769,95.964,100.369,105.765,110.123
 "30999","Montana (Nonmetropolitan Portion)",7,PAIRPD,1,"...","Implicit regional price deflator ","Index",84.168,82.177,83.125,86.610,86.924,87.944,92.117,92.400,92.315,93.355,93.841,97.452,96.385,99.227,104.123,108.039
 "31998","Nebraska (Metropolitan Portion)",4,PAIRPD,1,"...","Implicit regional price deflator ","Index",85.069,84.884,86.470,87.422,89.858,90.877,92.406,91.631,92.606,93.717,96.035,98.188,99.565,102.191,106.756,111.317
 "31999","Nebraska (Nonmetropolitan Portion)",4,PAIRPD,1,"...","Implicit regional price deflator ","Index",71.572,73.514,78.189,80.479,82.843,83.036,83.537,83.615,83.347,82.685,89.271,91.078,92.193,96.009,99.092,103.590
 "32998","Nevada (Metropolitan Portion)",8,PAIRPD,1,"...","Implicit regional price deflator ","Index",90.529,92.408,91.716,95.499,96.772,96.099,96.790,96.253,95.944,100.224,98.534,102.746,102.414,104.344,112.371,117.288
 "32999","Nevada (Nonmetropolitan Portion)",8,PAIRPD,1,"...","Implicit regional price deflator ","Index",87.279,83.626,86.583,89.239,89.834,91.226,92.056,92.964,91.277,95.938,94.685,98.138,94.436,100.307,106.550,112.357
 "33998","New Hampshire (Metropolitan Portion)",1,PAIRPD,1,"...","Implicit regional price deflator ","Index",96.724,93.762,95.080,98.142,98.295,98.389,100.923,102.434,105.833,107.874,107.346,109.408,112.214,114.012,127.783,129.837
 "33999","New Hampshire (Nonmetropolitan Portion)",1,PAIRPD,1,"...","Implicit regional price deflator ","Index",91.265,93.214,92.574,92.478,95.540,98.699,96.084,98.764,98.881,101.855,102.531,104.409,106.462,107.447,120.194,121.973
 "34998","New Jersey (Metropolitan Portion)",2,PAIRPD,1,"...","Implicit regional price deflator ","Index",95.914,98.813,98.540,101.413,103.439,104.474,106.012,106.046,107.239,109.323,113.352,115.085,115.850,118.987,126.291,131.194
 "34999","New Jersey (Nonmetropolitan Portion)",2,PAIRPD,1,"...","Implicit regional price deflator ","Index",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 "35998","New Mexico (Metropolitan Portion)",6,PAIRPD,1,"...","Implicit regional price deflator ","Index",85.951,87.290,87.556,92.174,93.534,93.392,95.197,93.824,94.340,97.433,95.237,97.993,97.661,99.641,107.372,110.996
 "35999","New Mexico (Nonmetropolitan Portion)",6,PAIRPD,1,"...","Implicit regional price deflator ","Index",82.094,80.813,80.626,85.086,85.999,87.279,87.073,90.445,88.947,91.630,89.246,92.063,92.465,93.447,101.205,103.740
 "36998","New York (Metropolitan Portion)",2,PAIRPD,1,"...","Implicit regional price deflator ","Index",100.336,99.789,100.647,103.997,104.703,106.073,106.831,107.625,109.196,110.872,112.907,114.411,116.440,120.698,126.215,130.968
 "36999","New York (Nonmetropolitan Portion)",2,PAIRPD,1,"...","Implicit regional price deflator ","Index",85.126,85.865,86.223,88.830,89.940,91.784,90.772,92.693,93.708,95.375,95.316,95.222,97.320,100.181,105.143,110.155
