GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
 "24000","Maryland",2,SARPP,2,"..."," RPPs: Goods ","Index",104.779,107.809,104.102,104.872,103.693,104.715,102.819,102.083,102.526,101.974,102.539,101.166,102.408,103.505,102.887,102.939
 "25000","Massachusetts",1,SARPP,2,"..."," RPPs: Goods ","Index",98.493,97.810,99.779,101.491,101.309,100.920,104.097,102.208,103.838,103.926,102.326,103.580,105.315,105.619,107.104,102.413
 "26000","Michigan",3,SARPP,2,"..."," RPPs: Goods ","Index",95.329,97.742,98.244,98.547,98.230,98.403,98.620,97.818,97.779,97.345,98.399,96.142,95.943,94.698,93.262,95.385
 "27000","Minnesota",4,SARPP,2,"..."," RPPs: Goods ","Index",96.184,99.724,98.197,99.253,99.609,98.547,101.122,100.308,98.608,100.157,100.988,100.469,99.150,100.228,99.885,101.841
 "28000","Mississippi",5,SARPP,2,"..."," RPPs: Goods ","Index",96.016,92.944,96.471,95.304,93.341,94.574,94.043,93.308,94.248,93.775,93.138,94.907,94.631,94.236,94.178,94.873
 "29000","Missouri",4,SARPP,2,"..."," RPPs: Goods ","Index",87.386,91.532,96.497,95.331,95.859,96.822,97.693,97.451,96.360,96.014,95.965,98.152,99.028,98.467,96.689,97.699
 "30000","Montana",7,SARPP,2,"..."," RPPs: Goods ","Index",99.766,99.676,99.311,99.719,97.735,95.939,97.293,101.476,101.897,101.914,96.111,98.933,95.847,96.756,96.366,94.290
 "31000","Nebraska",4,SARPP,2,"..."," RPPs: Goods ","Index",89.502,92.404,95.544,95.603,96.519,95.977,97.092,97.254,96.316,95.151,94.632,97.155,96.050,94.585,93.876,95.260
 "32000","Nevada",8,SARPP,2,"..."," RPPs: Goods ","Index",96.146,101.490,98.128,99.431,99.622,97.541,96.433,96.089,95.224,99.585,95.636,98.786,96.344,96.753,97.076,94.587
 "33000","New Hampshire",1,SARPP,2,"..."," RPPs: Goods ","Index",98.827,98.340,98.455,99.868,99.820,99.486,101.681,101.222,101.752,101.891,101.168,100.672,101.785,102.113,104.589,100.113
 "34000","New Jersey",2,SARPP,2,"..."," RPPs: Goods ","Index",103.690,104.485,100.171,102.163,104.326,104.804,102.029,103.880,103.586,101.818,106.961,105.340,105.500,101.832,104.765,107.135
 "35000","New Mexico",6,SARPP,2,"..."," RPPs: Goods ","Index",97.716,100.602,97.750,98.690,99.135,97.575,97.153,98.505,98.000,100.797,96.168,99.274,97.006,96.834,97.709,95.413
 "36000","New York",2,SARPP,2,"..."," RPPs: Goods ","Index",112.059,109.507,108.266,107.954,108.627,107.420,107.786,108.195,108.032,108.340,106.866,105.123,105.695,101.746,104.393,106.230
 "37000","North Carolina",5,SARPP,2,"..."," RPPs: Goods ","Index",96.613,94.280,96.809,96.273,95.484,95.927,95.598,94.818,95.725,95.650,95.770,95.665,95.399,96.233,95.557,96.458
 "38000","North Dakota",4,SARPP,2,"..."," RPPs: Goods ","Index",84.977,90.033,94.939,94.953,95.707,95.673,97.476,97.461,96.182,94.721,94.052,96.573,96.404,94.209,94.063,95.919
 "39000","Ohio",3,SARPP,2,"..."," RPPs: Goods ","Index",92.251,93.961,94.481,94.775,96.273,96.990,97.281,96.734,96.219,95.309,97.221,95.844,93.873,94.450,92.336,93.356
 "40000","Oklahoma",6,SARPP,2,"..."," RPPs: Goods ","Index",96.747,94.176,96.871,96.203,95.158,95.916,95.844,94.795,95.598,95.471,93.369,95.038,94.533,95.811,93.600,92.190
 "41000","Oregon",8,SARPP,2,"..."," RPPs: Goods ","Index",95.310,101.602,99.761,99.885,100.364,98.518,99.139,99.279,100.447,100.258,104.531,104.457,104.558,106.460,109.135,104.556
 "42000","Pennsylvania",2,SARPP,2,"..."," RPPs: Goods ","Index",101.806,101.735,99.931,100.436,99.760,98.303,98.438,100.579,100.425,100.011,99.817,97.105,97.353,95.342,96.881,99.243
 "44000","Rhode Island",1,SARPP,2,"..."," RPPs: Goods ","Index",100.296,100.915,97.788,98.039,97.673,97.471,97.362,98.776,98.559,99.376,100.764,98.941,97.988,98.197,101.023,96.766
 "45000","South Carolina",5,SARPP,2,"..."," RPPs: Goods ","Index",96.678,94.135,96.620,95.983,95.212,95.903,96.045,94.989,95.780,95.580,95.390,95.656,95.398,96.078,94.467,95.554
 "46000","South Dakota",4,SARPP,2,"..."," RPPs: Goods ","Index",84.320,89.518,94.677,94.741,96.019,95.870,97.326,97.134,95.974,94.713,95.801,97.786,96.639,93.814,93.959,96.069
 "47000","Tennessee",5,SARPP,2,"..."," RPPs: Goods ","Index",96.484,94.007,96.658,96.036,95.226,95.995,95.977,94.910,95.800,95.562,92.353,94.512,94.254,93.892,94.476,94.775
 "48000","Texas",6,SARPP,2,"..."," RPPs: Goods ","Index",97.116,96.060,97.992,96.429,97.517,97.472,97.244,96.965,98.290,97.042,97.015,97.868,98.160,98.478,97.203,98.412
 "49000","Utah",7,SARPP,2,"..."," RPPs: Goods ","Index",96.858,101.027,98.794,100.003,99.573,97.686,96.789,97.299,95.505,99.187,97.052,99.034,94.795,96.414,94.973,93.018
 "50000","Vermont",1,SARPP,2,"..."," RPPs: Goods ","Index",100.668,101.222,98.476,98.506,99.123,98.335,98.115,99.067,98.800,99.597,100.697,98.777,98.649,98.342,100.449,96.273
 "51000","Virginia",5,SARPP,2,"..."," RPPs: Goods ","Index",102.706,101.771,101.663,100.586,99.337,101.297,98.964,98.594,99.209,98.661,99.814,99.060,99.380,101.420,100.496,100.298
 "53000","Washington",8,SARPP,2,"..."," RPPs: Goods ","Index",104.481,104.749,103.099,103.739,100.361,100.932,102.263,103.623,102.670,105.814,104.882,106.385,108.943,111.954,113.539,106.679
 "54000","West Virginia",5,SARPP,2,"..."," RPPs: Goods ","Index",96.907,94.434,97.263,96.022,94.164,95.449,94.992,94.269,95.253,94.413,95.416,95.725,95.255,96.625,94.521,95.721
 "55000","Wisconsin",3,SARPP,2,"..."," RPPs: Goods ","Index",91.232,94.871,95.627,95.434,96.807,96.125,96.929,98.512,97.453,97.410,97.962,96.694,94.503,95.130,92.513,93.601
 "56000","Wyoming",7,SARPP,2,"..."," RPPs: Goods ","Index",99.314,98.974,98.634,98.886,98.788,97.772,97.843,101.098,101.810,102.118,96.060,98.634,97.184,96.377,96.805,94.829
 "00000","United States", ,SARPP,3,"..."," RPPs: Services: Housing ","Index",100.423,100.453,100.389,100.398,100.366,100.369,100.385,100.417,100.387,100.430,100.424,100.398,100.614,100.594,100.591,100.742
 "01000","Alabama",5,SARPP,3,"..."," RPPs: Services: Housing ","Index",59.878,60.149,61.501,60.852,62.322,61.411,59.913,59.246,60.512,61.120,59.642,60.277,59.582,60.596,57.502,61.563
 "02000","Alaska",8,SARPP,3,"..."," RPPs: Services: Housing ","Index",105.954,119.667,113.681,109.991,116.476,114.826,116.651,114.547,108.721,109.381,104.765,101.302,89.701,103.365,96.582,96.643
 "04000","Arizona",6,SARPP,3,"..."," RPPs: Services: Housing ","Index",103.314,99.868,96.899,94.773,95.179,93.619,92.739,93.771,92.449,93.528,94.257,93.581,97.945,102.346,106.245,108.580
 "05000","Arkansas",5,SARPP,3,"..."," RPPs: Services: Housing ","Index",58.670,57.419,59.830,61.010,60.323,59.939,60.243,59.372,59.310,57.640,56.162,56.807,56.873,59.435,55.671,56.669
 "06000","California",8,SARPP,3,"..."," RPPs: Services: Housing ","Index",161.357,160.405,158.034,157.142,156.199,155.713,157.934,158.041,160.081,162.521,163.842,164.637,166.332,164.992,160.122,157.839
 "08000","Colorado",7,SARPP,3,"..."," RPPs: Services: Housing ","Index",113.853,113.151,112.153,118.778,115.656,118.017,120.755,123.872,126.181,128.891,128.342,131.041,130.402,129.430,129.530,130.532
 "09000","Connecticut",1,SARPP,3,"..."," RPPs: Services: Housing ","Index",131.478,136.641,128.575,129.838,131.269,129.212,127.604,132.411,127.086,121.266,122.137,118.058,122.957,120.842,119.338,116.815
 "10000","Delaware",2,SARPP,3,"..."," RPPs: Services: Housing ","Index",93.734,104.505,99.376,98.179,98.122,98.898,103.867,95.174,94.404,94.653,99.303,96.015,91.874,96.955,99.095,98.942
 "11000","District of Columbia",2,SARPP,3,"..."," RPPs: Services: Housing ","Index",156.772,163.289,182.577,189.523,177.240,174.262,191.339,178.354,184.554,176.942,177.245,170.408,164.934,175.506,176.824,168.539
 "12000","Florida",5,SARPP,3,"..."," RPPs: Services: Housing ","Index",115.061,111.037,108.672,108.234,108.824,107.433,108.211,109.262,109.395,110.486,110.725,112.019,113.589,112.944,116.299,123.063
 "13000","Georgia",5,SARPP,3,"..."," RPPs: Services: Housing ","Index",82.747,83.201,81.466,80.915,80.476,79.382,79.430,80.454,81.228,81.732,81.808,81.847,83.080,85.384,87.644,88.252
 "15000","Hawaii",8,SARPP,3,"..."," RPPs: Services: Housing ","Index",146.802,145.890,143.056,142.950,137.593,153.499,146.483,153.724,139.348,149.676,143.008,142.640,136.432,140.322,132.251,128.890
 "16000","Idaho",7,SARPP,3,"..."," RPPs: Services: Housing ","Index",81.405,79.023,75.824,74.685,75.340,78.706,76.942,74.196,73.850,74.140,77.508,75.676,76.257,84.161,87.660,86.728
 "17000","Illinois",3,SARPP,3,"..."," RPPs: Services: Housing ","Index",103.045,103.929,104.957,104.199,102.296,103.050,102.822,103.287,101.387,99.946,99.174,97.679,97.643,96.165,94.087,92.399
 "18000","Indiana",3,SARPP,3,"..."," RPPs: Services: Housing ","Index",76.021,75.195,76.560,76.827,74.970,75.787,75.103,73.773,72.610,72.821,73.066,71.873,70.999,71.363,70.667,71.368
 "19000","Iowa",4,SARPP,3,"..."," RPPs: Services: Housing ","Index",66.587,70.226,70.041,71.285,71.078,71.741,72.076,70.032,70.953,72.783,71.329,69.466,67.152,66.236,67.107,65.995
 "20000","Kansas",4,SARPP,3,"..."," RPPs: Services: Housing ","Index",73.583,74.661,75.306,77.669,75.559,75.000,74.101,75.063,73.442,73.168,72.262,71.859,72.158,69.770,69.909,68.577
 "21000","Kentucky",5,SARPP,3,"..."," RPPs: Services: Housing ","Index",64.242,64.772,66.573,64.643,66.241,66.138,65.518,66.279,64.291,63.682,64.713,64.286,64.828,63.426,62.227,62.885
